Age,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
88,0.206798,0.225651,0.204447,0.200617,0.224954,0.207226,0.230317,0.204517,0.202443,0.212684,0.200228,0.199348,0.202017,0.216535,0.198504,0.206290,0.196059,0.207570,0.205872,0.193915,0.196719,0.200174,0.212620,0.184203,0.191199,0.196470,0.212531,0.218081,0.217504,0.202023,0.194522,0.193984,0.193436,0.193102,0.193742,0.198653,0.192071,0.190948,0.196200,0.182998,0.180233,0.176686,0.170243,0.164150,0.163253,0.173861,0.149085,0.153032,0.146241,0.142068,0.156723,0.148837,0.141071,0.138307,0.140365,0.136247,0.127023,0.133349,0.126226,0.128839,0.127640
89,0.216169,0.271359,0.219378,0.219235,0.238193,0.218612,0.227221,0.230830,0.227344,0.235882,0.223408,0.225038,0.224182,0.231166,0.228447,0.211219,0.216051,0.232164,0.223863,0.219317,0.216377,0.210728,0.231859,0.204860,0.209439,0.218283,0.230725,0.239755,0.226200,0.227165,0.207860,0.216290,0.208600,0.220138,0.208519,0.217188,0.215890,0.208508,0.217899,0.202079,0.197706,0.194109,0.186648,0.187303,0.182146,0.184210,0.182569,0.167518,0.163570,0.165131,0.158054,0.175287,0.163092,0.153829,0.157758,0.155853,0.143323,0.153002,0.139917,0.143651,0.148326
90,0.232046,0.262750,0.236833,0.236073,0.256333,0.248653,0.261705,0.240796,0.237406,0.246389,0.245780,0.263982,0.253568,0.261004,0.226269,0.246894,0.238478,0.249202,0.243027,0.239288,0.251348,0.224099,0.255907,0.227076,0.226399,0.237610,0.246397,0.260976,0.258297,0.251735,0.224068,0.223658,0.233712,0.234543,0.245623,0.240276,0.236331,0.236640,0.231565,0.227686,0.218801,0.219963,0.212104,0.203820,0.194540,0.202129,0.194083,0.205303,0.180195,0.187710,0.184450,0.177327,0.197985,0.167096,0.176287,0.174843,0.165092,0.165776,0.154557,0.165603,0.161750
91,0.249104,0.298561,0.255508,0.274133,0.297193,0.242145,0.252847,0.249086,0.260635,0.287132,0.244618,0.258704,0.265293,0.287648,0.259087,0.272461,0.256272,0.270930,0.260463,0.261271,0.256808,0.236614,0.269357,0.238285,0.238916,0.259183,0.276261,0.284603,0.266624,0.276586,0.250236,0.254702,0.244875,0.269760,0.248621,0.276464,0.260290,0.253300,0.252457,0.242411,0.248647,0.241369,0.229790,0.220153,0.215963,0.229143,0.213174,0.218703,0.216697,0.203592,0.205873,0.199355,0.191680,0.210898,0.188063,0.194647,0.183123,0.189935,0.175254,0.186365,0.179789
92,0.300847,0.310819,0.236924,0.291394,0.278667,0.265653,0.299465,0.281719,0.273519,0.284888,0.294350,0.280304,0.307749,0.297728,0.284583,0.287106,0.279343,0.290386,0.280929,0.274026,0.306978,0.246317,0.291986,0.250450,0.255501,0.275462,0.292087,0.310102,0.302721,0.282285,0.278666,0.273675,0.295819,0.289095,0.282173,0.296938,0.284761,0.279180,0.285587,0.269315,0.254182,0.278965,0.254990,0.245180,0.241648,0.248458,0.235851,0.232615,0.225653,0.232026,0.220451,0.231080,0.219633,0.208928,0.234107,0.212515,0.207534,0.211821,0.198680,0.204248,0.200235
93,0.292442,0.333810,0.296866,0.348849,0.366506,0.297734,0.291446,0.304556,0.280637,0.332092,0.281927,0.315899,0.328908,0.315921,0.315301,0.296196,0.290515,0.315037,0.308374,0.295705,0.324071,0.255098,0.318294,0.296394,0.268757,0.305972,0.304006,0.326567,0.314810,0.305259,0.287064,0.305274,0.314133,0.319456,0.306576,0.307279,0.304187,0.303512,0.302129,0.303529,0.281638,0.295762,0.279409,0.273909,0.267904,0.267804,0.260202,0.261533,0.251569,0.251958,0.262283,0.254198,0.251037,0.236925,0.226673,0.246349,0.216888,0.237905,0.217369,0.231265,0.229428
94,0.279268,0.324387,0.334285,0.347276,0.300888,0.329365,0.302355,0.322463,0.299150,0.350452,0.298104,0.315121,0.360100,0.328089,0.315689,0.303645,0.342907,0.335503,0.322550,0.341059,0.352232,0.260097,0.341531,0.302142,0.297541,0.308138,0.330362,0.346387,0.320849,0.327329,0.323189,0.302385,0.324460,0.348164,0.325946,0.340225,0.329564,0.331280,0.336123,0.313326,0.325020,0.307100,0.317154,0.299782,0.296348,0.299809,0.284305,0.282261,0.278318,0.279341,0.281295,0.296408,0.265949,0.261744,0.269001,0.256913,0.262690,0.254112,0.240597,0.252152,0.250118
95,0.374876,0.381141,0.293111,0.368939,0.334486,0.330525,0.303253,0.331765,0.307504,0.354030,0.331938,0.375540,0.407133,0.350724,0.335654,0.389519,0.326530,0.387245,0.330988,0.356695,0.376604,0.265678,0.334453,0.325139,0.329576,0.342856,0.332802,0.367443,0.358162,0.372344,0.348782,0.345072,0.317147,0.363577,0.368663,0.376463,0.365151,0.368858,0.361130,0.333559,0.347016,0.325802,0.326584,0.326336,0.318163,0.312123,0.311175,0.314097,0.304709,0.308127,0.305314,0.308980,0.308337,0.277890,0.299117,0.285659,0.262440,0.308696,0.253795,0.275848,0.281618
96,0.337555,0.371166,0.342390,0.326482,0.484802,0.371129,0.342830,0.361542,0.304447,0.382933,0.322844,0.366054,0.351731,0.350368,0.363953,0.362689,0.350911,0.365726,0.363826,0.379324,0.385119,0.274553,0.341954,0.357234,0.362659,0.352221,0.373306,0.379656,0.369054,0.377504,0.366439,0.364915,0.363749,0.312743,0.386510,0.401065,0.390224,0.379137,0.390658,0.381851,0.369574,0.368520,0.355816,0.353394,0.324141,0.366265,0.344724,0.356486,0.311326,0.328722,0.342242,0.330714,0.332215,0.342392,0.298807,0.326225,0.283273,0.289115,0.312602,0.288245,0.307133
97,0.354958,0.432169,0.399055,0.343108,0.418502,0.407418,0.400503,0.358746,0.337620,0.353308,0.337417,0.373756,0.420411,0.417614,0.401195,0.393473,0.346634,0.425809,0.384457,0.444667,0.452258,0.265744,0.369760,0.367267,0.321785,0.370552,0.397423,0.419360,0.391283,0.395808,0.356205,0.384991,0.379733,0.387446,0.358231,0.438413,0.414609,0.401229,0.433335,0.400191,0.362157,0.412141,0.371403,0.373366,0.354393,0.360742,0.361342,0.367269,0.343336,0.370019,0.336764,0.344557,0.373005,0.329190,0.356230,0.334208,0.327916,0.339736,0.292531,0.345865,0.316194
98,0.413416,0.437065,0.327077,0.270484,0.421912,0.362909,0.400448,0.413188,0.404617,0.274372,0.251390,0.311492,0.339004,0.309836,0.303931,0.337358,0.386433,0.401419,0.387848,0.404522,0.413789,0.251085,0.432041,0.379940,0.376532,0.381322,0.421572,0.380654,0.352267,0.383973,0.373159,0.367369,0.385235,0.448332,0.348306,0.350853,0.252667,0.415229,0.418046,0.414573,0.404167,0.406690,0.401230,0.420880,0.413859,0.397171,0.378687,0.376022,0.390672,0.406753,0.380361,0.394557,0.403308,0.366569,0.371946,0.386433,0.320587,0.353665,0.349928,0.339443,0.366526
99,0.574827,0.757012,0.635422,0.551294,0.805530,0.463376,0.457320,0.353516,0.306449,0.393211,0.440057,0.440112,0.371763,0.395956,0.355373,0.468139,0.394695,0.443116,0.374634,0.373926,0.379561,0.250439,0.290883,0.285328,0.326612,0.295947,0.331118,0.356488,0.370686,0.354215,0.286372,0.366930,0.326716,0.415189,0.361814,0.445277,0.416851,0.442597,0.384811,0.370906,0.410190,0.470579,0.423394,0.404162,0.436874,0.424345,0.398338,0.392914,0.414955,0.408137,0.415222,0.415606,0.378784,0.378766,0.369843,0.385092,0.396616,0.390560,0.351907,0.385171,0.355564
100,0.548937,0.399561,0.369206,0.454916,0.231844,0.471880,0.450777,0.465784,0.295857,0.474461,0.357481,0.409594,0.514264,0.502926,0.449655,0.485530,0.492759,0.581408,0.378684,0.549671,0.580972,0.234814,0.461782,0.401486,0.439403,0.418598,0.466590,0.514545,0.486521,0.473944,0.390301,0.474347,0.495805,0.529768,0.520107,0.799153,1.401022,0.415461,0.547857,0.442439,0.430505,0.528383,0.379074,0.436376,0.370650,0.422711,0.450993,0.403951,0.422234,0.389975,0.352282,0.445442,0.439515,0.360645,0.393285,0.385742,0.397730,0.440161,0.345794,0.414163,0.370638
101,0.602290,0.406780,0.393677,0.483396,0.232980,0.500939,0.479266,0.496707,0.295877,0.496906,0.365078,0.426519,0.542514,0.541017,0.470337,0.516364,0.520448,0.639116,0.372747,0.590012,0.627181,0.227567,0.484432,0.419297,0.470081,0.438974,0.495292,0.537240,0.510780,0.501903,0.400031,0.514064,0.537418,0.494093,0.508228,0.846924,0.102097,0.449882,0.472007,0.460498,0.490313,0.485198,0.487715,0.434881,0.368344,0.395493,0.442696,0.598555,0.426730,0.410449,0.448110,0.478058,0.477419,0.411379,0.457734,0.414755,0.399380,0.452251,0.444391,0.406672,0.423878
102,0.690391,0.436573,0.410566,0.517140,0.227971,0.547280,0.507922,0.527610,0.292948,0.524260,0.373404,0.442724,0.577148,0.572767,0.493689,0.546617,0.554095,0.687886,0.367165,0.637043,0.675110,0.220690,0.507605,0.437770,0.501951,0.457894,0.526955,0.572548,0.527840,0.521529,0.410553,0.543529,0.586536,0.531949,0.418275,0.827317,0.163976,0.507829,0.485751,0.524958,0.531688,0.516504,0.536531,0.464306,0.477604,0.456149,0.532889,0.517008,0.374452,0.386490,0.418492,0.435421,0.530790,0.503507,0.443557,0.442413,0.441929,0.478916,0.450677,0.493448,0.431397
103,0.934537,0.507365,0.467797,0.559146,0.241126,0.621259,0.566818,0.557292,0.291319,0.561268,0.387387,0.459540,0.617160,0.616047,0.511925,0.585224,0.588729,0.755414,0.398696,0.691710,0.737764,0.218914,0.530945,0.457647,0.538270,0.476102,0.558249,0.614319,0.565797,0.528859,0.407909,0.578833,0.614368,0.581187,0.434116,0.600783,0.074643,0.625237,0.418118,0.586001,0.494580,0.539141,0.422139,0.486373,0.561708,0.564092,0.471651,0.529136,0.476229,0.523534,0.563345,0.489197,0.582357,0.587659,0.521300,0.477675,0.444135,0.510860,0.535056,0.462787,0.505556
104,1.876106,0.863551,0.618911,0.697581,0.242476,0.699055,0.674532,0.649960,0.288045,0.599545,0.404553,0.488112,0.657568,0.666845,0.545827,0.614370,0.635061,0.828645,0.432532,0.766168,0.817980,0.205575,0.559787,0.476628,0.580468,0.498649,0.589425,0.655852,0.615610,0.571275,0.390753,0.588286,0.653093,0.591934,0.462426,0.656956,0.057870,0.331322,0.483189,0.365615,0.284974,0.601655,0.334219,0.552530,0.748672,0.545368,0.559165,0.642318,0.541503,0.739152,0.532084,0.549460,0.561770,0.530709,0.629195,0.645296,0.503697,0.540077,0.515732,0.565782,0.445587
105,6.000000,.,0.845815,1.235698,0.184009,0.852725,0.841285,0.874907,0.335892,0.634488,0.426396,0.530936,0.731844,0.726531,0.579725,0.679019,0.670117,0.952903,0.427095,0.895680,0.961464,0.198715,0.598672,0.505295,0.625486,0.527693,0.633202,0.699248,0.667109,0.637397,0.414090,0.563042,0.637317,0.618762,0.437998,0.757367,0.285404,0.538020,0.344982,0.734619,0.490630,0.156250,0.537291,0.384670,0.449714,0.520081,0.283707,0.553855,0.464333,0.654397,0.588888,0.467326,0.615562,0.433789,0.602107,0.498753,0.477584,0.670953,0.520209,0.679021,0.455455
106,.,.,.,6.000000,0.000000,1.331924,1.273469,1.461318,0.345679,0.883907,0.448276,0.587678,0.876217,0.875776,0.640174,0.754352,0.781120,1.042831,0.413462,1.015436,1.326531,0.245045,0.671312,0.550115,0.697717,0.559524,0.695444,0.771791,0.723865,0.709235,0.465021,0.638749,0.558414,0.550509,0.432719,0.709470,0.267221,0.279955,0.278072,0.394255,0.547731,0.171838,0.656934,0.459820,0.308071,0.511945,0.464396,0.550796,0.650922,0.334209,0.999562,0.622307,0.798431,0.555202,0.639012,0.628898,0.307205,0.620336,0.457998,0.583151,0.652758
107,.,.,.,.,.,6.000000,6.000000,6.000000,0.000000,2.007605,0.838835,0.646865,1.086449,1.287386,0.898848,0.911833,0.928177,1.500000,0.581222,1.240143,1.932203,0.000000,0.908905,0.659639,0.828387,0.635167,0.771335,0.901754,0.851064,0.802030,0.523927,0.811780,0.665712,0.410805,0.328442,0.720622,0.159447,0.337331,0.551471,0.399848,0.335524,0.335320,0.494845,0.262391,0.438982,0.259441,0.388601,0.275061,0.666173,0.217313,0.634333,0.637620,0.526778,0.572929,0.632178,0.575754,0.449396,0.616227,0.560486,0.805315,0.478264
108,.,.,.,.,.,.,.,.,.,6.000000,.,0.857143,1.362881,2.651934,1.589404,2.316832,1.441696,2.711538,0.000000,1.742647,4.432432,0.000000,2.281250,1.288235,1.239852,0.841791,0.996047,1.108696,1.211726,1.109399,0.620209,1.081654,1.056564,0.520548,0.199494,0.478669,0.296150,0.234101,0.191327,0.649913,0.416435,0.494539,0.504484,0.385027,0.281690,0.397000,0.609446,0.489663,0.456389,0.705053,0.227144,0.355240,0.199667,0.405954,0.685244,0.736046,0.454632,0.934094,0.414938,0.626523,0.405351
109,.,.,.,.,.,.,.,.,.,.,.,.,6.000000,6.000000,.,.,.,6.000000,.,6.000000,.,.,.,.,6.000000,1.500000,2.172973,2.379888,2.304878,4.235294,0.735849,1.705882,2.500000,1.446043,0.147031,0.249315,0.000000,1.179554,0.305655,0.000000,0.953895,0.461066,0.406366,0.486224,0.626087,0.451128,0.947119,0.000000,0.000000,0.943396,0.315126,0.709430,0.606673,0.230326,0.000000,0.863931,0.963468,0.504414,1.041305,0.416089,1.044689
110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.000000,.,.,0.000000,0.154286,0.220669,0.180397,1.984877,1.749271,1.168452,1.418440,0.766228,0.360144,0.923786,1.912449,0.750469,1.306478,0.921418,1.219562,1.968827,0.575264,1.442446,0.253700,0.950570,1.083032,2.112676,1.126761,1.783300,0.438917,1.320859
